shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
blob,234,78.37,73.71,142.79,261.18,5.8,0.708,-68.11,-2.39,274.7,112.41,64.21,0.228,1.561
cloud,235,76.68,68.55,61.04,112.29,4.2,0.915,38.62,-16.32,152.85,136.83,-48.33,-0.3,4.654
blob,236,28.08,30.2,50.87,305.43,3.44,0.762,-1.87,-13.03,193.53,139.97,7.3,-0.034,1.809
spiral,237,16.57,23.29,167.22,187.53,6.72,0.803,-11.98,-5.93,80.42,49.57,106.49,-0.071,1.968
stroke,238,30.83,13.35,35.0,247.79,9.97,0.35,32.42,-57.19,156.17,148.83,-54.38,-0.129,2.277
splatter,239,32.16,34.4,84.97,305.98,5.63,0.889,23.54,40.3,144.33,177.03,23.68,-0.165,1.485
spiral,240,21.72,37.68,49.94,13.69,6.71,0.923,-26.09,-9.42,60.0,64.22,11.67,-0.049,0.655
splatter,241,73.16,77.4,107.57,91.13,6.98,0.35,41.59,45.64,168.22,143.55,-17.81,0.399,2.248
spiral,242,11.38,23.01,66.93,171.03,8.72,0.96,22.12,-28.9,239.25,156.6,39.41,-0.16,2.06
stroke,243,69.06,89.17,80.78,177.62,5.53,0.498,40.67,11.43,112.34,70.84,53.48,0.216,1.186
stroke,244,73.48,79.59,78.51,317.18,5.8,0.575,-9.75,6.41,195.63,122.48,76.26,0.054,2.383
cloud,245,12.17,30.87,58.39,147.63,5.16,0.976,-3.6,-10.15,119.57,67.34,-0.11,-0.006,1.553
cloud,246,43.76,20.26,101.59,279.22,7.43,0.972,-16.53,43.07,208.89,77.42,7.19,0.45,1.269
stroke,247,24.35,17.39,63.09,244.21,4.34,0.538,72.09,4.6,149.55,157.17,90.5,0.225,1.833
spiral,248,72.75,73.88,83.52,137.87,11.14,0.887,-14.53,-19.4,199.38,41.37,14.16,-0.094,0.5
cloud,249,64.14,76.9,112.79,131.34,11.18,0.69,-36.62,12.53,182.08,121.58,95.13,-0.067,0.5
blob,250,18.47,36.37,91.58,163.32,9.32,0.501,-13.71,-28.2,173.56,41.56,39.65,0.05,1.215
blob,251,17.92,19.53,90.48,268.87,6.21,0.847,11.9,-31.12,152.29,168.46,-22.34,0.119,1.705
splatter,252,73.3,72.86,61.14,272.98,9.45,0.718,-10.26,0.38,263.51,98.51,-13.52,-0.334,1.883
stroke,253,30.55,42.8,89.66,129.46,2.57,0.417,47.25,4.18,220.52,134.48,43.25,0.178,1.722
blob,254,9.07,34.25,35.0,332.99,2.73,0.645,-12.89,19.73,203.19,35.97,84.53,0.204,0.795
wave,255,24.54,25.89,79.07,330.18,12.84,0.578,12.2,27.98,209.98,99.32,35.05,0.31,1.439
wave,256,15.96,10.6,84.81,351.92,9.13,0.709,11.67,4.34,116.6,74.45,29.78,0.214,1.077
splatter,257,76.5,56.82,66.02,276.57,9.21,0.35,2.34,10.63,240.42,53.56,120.0,0.45,2.958
wave,258,81.27,65.78,197.04,212.49,7.73,0.826,11.75,19.66,60.0,75.24,120.0,0.022,1.021
stroke,259,37.86,24.31,79.05,317.8,6.15,0.727,-59.41,34.39,203.9,188.65,-16.74,0.107,0.779
stroke,260,27.33,3.6,111.31,170.75,5.33,0.408,-29.59,26.85,179.68,36.92,49.79,0.309,2.022
splatter,261,84.79,69.58,50.31,139.44,8.8,0.391,23.97,-19.21,124.33,150.01,60.48,0.409,1.132
splatter,262,23.64,33.41,49.27,47.2,6.71,0.478,15.3,8.12,213.99,96.43,27.45,0.218,1.557
stroke,263,29.69,46.17,125.37,96.33,5.9,0.785,-10.02,-2.09,248.37,62.36,41.29,-0.148,1.471
wave,264,1.16,19.99,87.06,262.8,8.58,0.395,33.6,37.81,116.13,91.28,-16.1,0.025,1.177
splatter,265,84.65,78.85,159.16,112.14,11.64,0.509,52.63,-57.07,195.54,25.0,82.38,-0.027,0.826
splatter,266,76.11,75.3,102.87,6.59,12.94,0.803,21.44,53.08,60.0,151.28,-38.94,0.077,1.226
splatter,267,76.23,79.97,99.11,11.67,7.02,0.951,44.84,-54.82,103.35,120.94,47.41,-0.093,2.229
splatter,268,78.26,84.16,65.2,340.57,8.43,0.633,0.64,-11.15,95.57,185.48,14.63,0.331,0.5
blob,269,19.22,33.54,45.26,146.81,8.62,0.8,-26.55,17.35,198.28,74.69,22.28,0.161,4.591
spiral,270,82.75,77.29,71.58,29.53,7.76,0.847,6.55,-53.34,194.58,61.28,70.59,-0.431,1.387
blob,271,10.92,30.03,55.12,33.32,2.55,0.775,-23.43,-25.17,216.1,133.7,62.3,0.129,1.269
cloud,272,1.41,30.25,42.63,70.16,8.27,0.493,-24.49,5.89,60.0,94.43,-21.7,-0.25,1.493
stroke,273,84.65,71.05,58.31,161.19,5.42,0.821,-2.5,-22.16,233.63,118.33,20.23,0.171,1.211
spiral,274,28.0,21.09,100.05,16.06,8.16,0.574,-7.31,-22.35,82.24,111.9,3.81,-0.34,1.058
cloud,275,15.79,23.23,103.41,236.37,6.3,0.625,-47.4,-27.45,191.64,97.6,48.09,0.122,0.679
cloud,276,70.95,72.72,117.56,132.93,2.0,0.885,7.97,66.39,127.52,100.92,25.74,-0.081,3.268
cloud,277,41.59,19.08,80.55,98.6,4.09,0.35,-35.6,-3.3,190.15,135.42,28.86,0.082,0.702
splatter,278,74.5,55.2,47.54,203.11,2.0,0.813,31.16,-30.09,187.05,75.44,-26.21,0.145,0.728
splatter,279,66.03,64.17,220.0,329.55,7.99,0.812,39.36,2.03,194.81,73.74,40.94,0.364,2.059
splatter,280,8.62,28.38,75.09,28.2,8.04,0.966,6.31,5.06,194.67,185.54,-40.19,0.305,0.5
splatter,281,28.81,28.38,85.3,61.88,10.27,0.708,45.07,25.58,213.15,115.57,19.99,0.073,2.216
spiral,282,23.96,29.67,35.0,244.21,2.89,0.689,43.61,-46.36,179.98,78.48,51.02,0.014,3.915
spiral,283,73.37,67.39,125.22,8.98,9.18,0.794,-41.83,-18.04,193.42,73.57,-6.95,-0.19,1.039
spiral,284,19.11,34.77,122.59,203.05,3.52,0.742,33.49,-15.99,60.0,76.22,81.94,-0.012,2.067
cloud,285,31.75,42.01,119.19,58.87,8.03,0.98,30.06,33.16,165.99,25.0,38.11,-0.189,2.112
blob,286,21.3,22.6,91.07,184.9,6.33,0.577,29.11,57.03,214.54,119.01,-32.04,0.109,3.275
wave,287,76.74,67.37,65.22,135.88,6.7,0.35,12.21,4.95,129.88,99.02,27.39,0.328,1.968
spiral,288,20.86,16.79,68.97,53.37,5.83,0.651,7.68,-10.83,108.88,91.24,-33.37,0.162,1.876
wave,289,29.42,28.47,60.92,26.71,8.8,0.471,-21.28,-49.28,129.66,133.45,50.29,0.018,1.331
splatter,290,27.38,32.25,90.58,226.27,10.51,0.957,49.2,31.06,94.77,56.81,106.2,-0.098,1.595
cloud,291,76.4,78.74,35.0,272.68,6.79,0.579,22.79,26.44,213.19,76.91,5.8,-0.157,2.223
cloud,292,59.38,80.92,72.94,163.13,3.15,0.606,-10.42,-18.81,176.33,106.98,82.2,0.291,1.304
blob,293,21.96,39.86,135.32,4.96,5.73,0.929,0.2,-17.64,123.93,99.87,-55.97,0.16,2.189
splatter,294,68.26,70.9,49.03,109.78,13.01,0.644,18.48,52.97,135.44,46.62,120.0,-0.212,2.003
stroke,295,72.35,70.99,46.22,237.84,4.1,0.823,-10.45,15.28,70.67,105.06,50.52,0.354,0.677
stroke,296,8.28,24.32,157.75,111.25,5.75,0.589,22.02,-9.78,241.33,112.33,120.0,0.304,0.901
stroke,297,83.03,56.15,160.67,291.34,6.67,0.567,3.18,-22.49,142.78,157.91,-46.71,0.254,1.439
spiral,298,25.94,28.98,80.95,328.34,8.34,0.484,-11.81,-24.66,154.67,167.64,16.7,0.397,0.673
splatter,299,80.02,54.53,77.45,279.72,9.03,0.68,-28.63,37.25,158.31,139.83,5.53,0.174,0.813
blob,300,80.25,79.56,135.12,122.35,8.02,0.802,33.34,36.03,249.19,25.0,5.35,0.079,1.086
stroke,301,21.72,24.55,98.94,333.1,3.73,0.717,15.1,11.79,172.24,75.71,71.02,0.096,0.808
spiral,302,72.06,82.66,66.21,343.87,5.17,0.688,-74.69,25.56,140.62,43.85,-32.15,0.13,1.174
blob,303,88.16,100.0,55.24,150.14,13.75,0.572,58.81,-43.13,201.96,47.0,87.41,-0.137,2.589
splatter,304,74.74,83.2,59.81,12.62,6.14,0.578,-22.74,15.89,123.49,160.02,61.02,0.272,1.478
splatter,305,19.89,31.68,56.88,357.79,4.92,0.452,45.66,-7.14,60.0,61.6,53.06,0.102,1.843
wave,306,97.5,63.83,145.32,296.78,3.08,0.519,-56.6,43.82,172.06,94.97,59.33,0.105,2.002
splatter,307,26.2,28.74,68.1,22.02,7.38,0.545,9.99,-0.16,192.49,143.19,41.98,-0.015,0.646
spiral,308,76.34,68.63,175.7,53.36,5.65,0.598,47.46,17.82,121.56,54.97,37.82,-0.013,0.5
splatter,309,90.66,71.96,59.85,241.16,6.53,0.35,-42.6,-10.37,162.94,103.22,51.72,0.201,2.017
stroke,310,89.04,90.98,119.27,135.14,7.66,0.819,19.27,49.84,154.05,113.68,50.88,-0.043,1.829
spiral,311,35.12,28.35,109.1,13.61,6.44,0.92,24.49,22.0,221.68,54.02,-6.06,0.334,1.308
stroke,312,27.1,41.19,60.86,347.76,10.62,0.484,3.05,-46.77,182.74,102.56,-67.93,-0.035,0.899
spiral,313,74.83,79.98,79.1,292.61,11.07,0.98,-15.29,40.53,201.66,55.57,26.38,0.302,2.37
wave,314,73.71,55.91,96.43,48.47,4.15,0.839,7.83,-57.58,121.21,58.47,38.65,-0.176,1.087
blob,315,12.76,27.27,53.36,198.24,7.44,0.554,-17.59,11.85,112.73,62.39,102.89,0.245,1.921
splatter,316,79.22,59.24,149.29,196.67,5.73,0.84,10.97,23.28,227.47,135.43,109.38,0.193,0.921
stroke,317,42.88,27.96,84.62,250.83,11.67,0.714,-43.95,-6.08,79.27,140.39,44.29,0.12,1.689
cloud,318,13.14,21.37,50.35,278.49,6.25,0.924,-13.74,48.2,127.35,25.0,50.13,-0.005,3.102
stroke,319,17.4,33.05,101.5,156.29,9.25,0.752,2.99,7.65,136.54,37.34,63.11,0.274,0.532
spiral,320,73.09,77.27,171.07,321.78,3.53,0.567,17.81,-40.09,132.56,105.34,107.16,0.162,0.939
stroke,321,15.5,18.33,120.74,204.8,5.79,0.35,37.61,-44.76,72.68,95.83,117.54,-0.355,1.523
spiral,322,39.27,28.21,98.25,99.41,6.65,0.59,0.09,-8.58,194.52,132.74,53.4,0.307,1.845
wave,323,22.21,23.84,36.18,221.9,7.21,0.941,57.13,-8.96,132.37,129.02,120.0,0.439,0.705
wave,324,30.64,33.99,93.07,251.2,2.98,0.883,28.86,19.08,243.5,112.96,46.09,0.108,1.311
cloud,325,27.27,26.19,92.71,46.48,5.38,0.903,69.02,-41.35,94.92,117.27,17.74,-0.08,0.62
stroke,326,77.11,69.77,152.15,7.12,7.34,0.744,-20.5,-1.65,207.46,117.6,120.0,-0.353,2.369
stroke,327,74.59,52.56,87.43,72.25,9.9,0.35,-35.71,47.85,163.2,148.4,42.45,0.357,1.156
wave,328,82.94,61.7,100.06,51.31,5.94,0.35,-38.62,7.34,88.89,100.89,13.49,-0.064,1.738
blob,329,74.33,78.05,48.74,24.64,5.78,0.35,-1.77,0.28,159.89,90.25,62.56,0.182,2.563
splatter,330,77.17,70.74,140.33,53.75,5.55,0.35,-36.4,-31.24,160.65,28.7,12.12,0.063,3.731
spiral,331,31.4,28.48,106.31,218.78,3.83,0.829,16.32,-17.88,100.17,87.33,80.23,-0.428,1.301
spiral,332,27.88,15.61,66.37,3.87,11.32,0.35,-33.69,-19.66,147.58,59.51,-27.85,-0.06,1.939
stroke,333,80.57,68.12,178.81,30.08,6.22,0.35,22.17,-30.47,189.54,153.6,98.82,0.45,0.879
spiral,334,9.91,20.28,126.85,348.87,11.02,0.676,-14.58,-2.58,78.35,122.06,15.87,0.251,0.5
stroke,335,82.07,83.34,128.69,334.38,6.61,0.856,9.5,-6.51,89.1,89.45,-0.96,0.26,1.403
wave,336,25.05,22.21,35.0,227.31,8.84,0.98,8.06,37.45,186.23,46.88,120.0,0.099,4.034
splatter,337,11.98,25.33,73.54,232.24,3.05,0.705,70.97,-4.97,176.16,109.27,1.13,0.292,1.319
stroke,338,26.25,25.77,77.28,353.45,5.99,0.781,32.65,4.84,142.76,71.11,85.96,0.157,1.66
splatter,339,71.69,70.33,55.49,142.04,7.47,0.858,7.81,16.37,166.51,25.0,-31.79,0.044,1.472
stroke,340,18.22,25.97,64.34,2.94,11.46,0.826,40.78,-47.66,189.23,78.49,83.1,0.068,0.741
cloud,341,73.76,64.24,57.77,162.83,6.37,0.803,5.62,24.18,143.81,61.86,1.54,-0.058,1.453
stroke,342,67.49,62.88,113.64,234.77,5.01,0.931,-25.25,33.67,122.28,105.4,82.66,0.105,0.721
cloud,343,17.54,16.26,107.17,22.27,9.91,0.762,-25.6,15.4,169.84,70.49,65.62,-0.034,2.377
cloud,344,13.82,28.99,101.35,218.41,9.09,0.735,-5.82,-21.33,179.93,192.75,57.69,-0.295,1.803
splatter,345,88.68,73.27,54.42,286.91,8.27,0.806,1.09,12.88,118.43,137.73,42.43,0.075,1.168
blob,346,18.29,38.53,59.83,323.16,10.04,0.939,-15.92,10.72,60.0,106.4,-93.18,0.392,1.193
stroke,347,72.6,62.37,35.0,42.33,9.59,0.552,44.33,-7.45,140.6,78.77,21.45,0.076,2.889
wave,348,93.51,59.48,103.1,116.94,7.47,0.816,-55.84,12.8,193.99,69.17,83.39,0.333,2.113
cloud,349,76.14,80.58,87.57,58.51,6.33,0.38,-20.9,18.2,96.61,76.17,24.01,-0.108,1.382
wave,350,75.64,81.42,92.12,125.77,6.5,0.625,-42.4,-22.16,247.38,83.46,44.34,0.007,1.683
spiral,351,26.57,29.92,114.06,103.83,2.72,0.658,50.83,48.55,120.08,106.52,6.21,-0.148,0.741
spiral,352,18.88,10.7,81.89,310.04,5.7,0.926,11.28,-14.84,185.46,44.04,17.42,0.024,1.371
spiral,353,22.63,17.61,122.46,166.21,5.92,0.855,-3.6,13.1,137.36,67.02,32.29,-0.158,2.162
splatter,354,18.15,17.55,79.26,158.16,8.58,0.885,14.91,14.17,186.41,79.92,-15.0,0.348,1.627
spiral,355,69.53,85.99,55.81,137.71,6.63,0.35,4.45,-25.79,126.33,108.44,39.03,-0.021,1.346
stroke,356,22.86,31.8,87.44,111.93,2.0,0.583,-14.59,-0.64,273.9,31.16,109.95,-0.192,0.56
stroke,357,75.69,72.8,104.81,199.54,6.41,0.854,-2.38,-1.29,113.59,113.04,50.29,0.347,0.876
wave,358,72.95,67.07,141.31,198.39,6.54,0.35,16.32,-25.45,281.4,97.4,6.87,0.011,1.874
spiral,359,71.21,81.86,90.57,55.66,7.48,0.39,4.98,-4.78,227.2,94.69,34.74,-0.353,2.505
blob,360,78.05,67.46,128.51,354.05,9.03,0.625,2.05,68.05,218.87,97.8,-8.69,0.019,1.13
splatter,361,23.31,29.98,98.14,77.19,6.48,0.822,-11.38,24.11,165.1,64.75,0.81,-0.083,0.555
splatter,362,73.14,70.33,136.19,342.17,4.95,0.379,-6.11,-2.97,242.39,108.76,2.7,0.066,3.774
spiral,363,72.87,79.98,68.56,83.84,7.54,0.35,13.31,-16.34,192.04,120.91,72.47,0.103,2.029
cloud,364,24.33,29.21,97.04,59.82,9.14,0.568,-10.98,7.66,174.08,76.41,27.46,0.176,0.894
blob,365,71.47,73.83,79.87,297.9,4.84,0.567,46.02,5.34,171.93,67.67,47.59,0.289,2.393
cloud,366,79.73,77.74,67.55,253.31,5.7,0.666,-73.54,-7.34,259.36,55.69,5.52,-0.142,0.542
stroke,367,70.05,88.84,108.84,96.6,2.81,0.673,27.22,42.65,221.27,79.37,-34.8,-0.021,1.721
cloud,368,26.1,35.88,116.44,351.92,7.93,0.804,43.17,-7.59,190.06,104.92,-20.9,-0.123,0.5
wave,369,67.06,75.97,121.56,266.41,13.52,0.35,13.98,38.69,60.0,154.53,-55.46,0.447,4.032
stroke,370,21.4,12.41,83.81,359.14,6.96,0.705,2.78,-1.34,171.73,42.21,21.6,0.27,1.734
spiral,371,82.96,75.25,50.21,224.49,9.24,0.35,-7.23,7.76,128.74,104.68,53.76,0.166,1.388
wave,372,83.19,68.85,58.04,176.92,12.26,0.864,26.46,-39.44,224.0,106.89,7.08,-0.075,1.446
cloud,373,15.84,20.34,35.0,84.43,2.0,0.564,-6.19,-28.87,279.6,37.07,73.28,0.097,0.929
cloud,374,90.55,65.21,122.52,115.13,6.46,0.35,-8.8,9.31,182.05,122.9,-28.45,0.066,3.047
wave,375,21.31,23.73,74.82,282.54,10.45,0.771,29.97,-17.29,115.55,113.84,26.7,0.135,2.429
spiral,376,77.78,72.62,122.61,332.79,4.64,0.625,-23.37,40.37,66.62,145.6,58.13,0.325,3.161
wave,377,21.85,22.47,73.05,347.22,7.91,0.806,-34.76,1.88,228.73,26.86,65.55,-0.084,1.045
spiral,378,70.02,80.59,86.18,249.59,9.91,0.425,-16.92,25.52,113.02,133.61,85.87,-0.056,0.657
blob,379,67.88,82.74,88.54,206.27,7.97,0.729,-23.61,29.83,60.0,41.9,43.48,0.046,1.015
blob,380,21.29,13.86,73.78,33.86,8.32,0.965,22.7,20.94,232.16,158.01,4.3,-0.45,2.401
stroke,381,20.82,21.39,94.93,121.87,4.13,0.682,-49.49,13.66,120.1,136.86,46.86,0.148,0.5
stroke,382,6.49,20.08,73.34,153.27,4.23,0.951,-62.59,18.65,181.63,121.12,50.32,0.087,1.259
cloud,383,76.61,68.26,41.51,174.06,5.82,0.532,34.0,28.76,138.88,25.0,53.76,0.163,2.111
stroke,384,25.82,27.45,69.03,213.89,5.83,0.402,64.98,-23.87,223.66,203.1,120.0,0.035,0.898
wave,385,67.51,77.24,67.26,284.8,10.43,0.681,-31.89,19.83,125.84,125.26,34.86,-0.064,2.233
spiral,386,22.62,27.65,114.76,185.91,3.47,0.35,-2.16,43.63,144.22,103.19,110.85,-0.068,1.621
stroke,387,8.48,33.65,36.06,81.04,4.28,0.415,-13.67,-13.73,121.35,87.8,13.09,0.14,1.23
blob,388,32.22,28.07,60.52,169.84,8.19,0.879,62.83,-38.12,168.12,25.0,51.24,0.145,0.818
splatter,389,24.92,34.46,62.9,331.55,9.02,0.485,-4.17,-2.16,212.8,110.28,-57.39,0.191,1.483
stroke,390,81.51,57.15,109.23,292.34,4.86,0.711,-23.04,6.52,132.96,93.58,83.6,-0.128,0.863
wave,391,74.49,71.42,91.71,221.3,8.66,0.487,19.22,42.8,154.82,116.85,17.99,0.268,1.847
cloud,392,35.19,38.07,101.44,258.79,10.84,0.437,-0.25,19.76,250.57,68.69,120.0,0.027,1.76
splatter,393,16.06,16.61,57.96,37.11,7.32,0.834,-13.79,-66.02,182.37,208.21,98.81,-0.062,0.904
spiral,394,37.16,12.48,37.71,339.92,4.91,0.77,2.26,16.43,131.33,104.27,120.0,-0.258,1.25
cloud,395,19.63,29.26,87.65,268.89,9.74,0.35,-1.67,27.24,162.26,85.63,-12.13,0.203,3.194
spiral,396,93.79,68.9,192.86,83.59,6.9,0.926,-2.33,2.2,207.45,118.34,2.51,0.301,1.141
splatter,397,74.73,69.6,83.43,51.24,8.09,0.762,-7.99,21.33,194.25,48.36,-34.31,0.356,1.258
splatter,398,30.6,28.12,120.14,162.95,6.32,0.645,39.32,16.97,97.54,90.0,48.81,0.45,1.446
blob,399,97.27,74.12,73.2,17.8,14.64,0.87,-30.67,-9.95,113.5,73.18,13.47,0.046,1.254
splatter,400,26.64,39.34,54.79,14.8,8.79,0.782,7.83,-25.11,223.4,53.67,39.59,0.152,0.748
splatter,401,12.02,32.27,188.25,47.81,3.3,0.76,-13.01,-30.72,187.63,43.34,68.08,0.371,3.261
cloud,402,20.84,13.01,109.57,250.02,9.01,0.644,49.3,-26.05,171.02,101.25,-17.76,-0.088,4.032
cloud,403,80.17,79.71,94.02,107.39,7.86,0.35,27.14,24.22,157.23,106.66,79.88,-0.103,1.223
stroke,404,71.6,82.81,102.84,67.18,6.11,0.98,-42.99,14.18,68.68,37.85,-4.11,0.024,3.42
blob,405,78.19,84.18,113.91,298.08,11.75,0.781,-11.87,28.62,209.95,161.91,-56.63,0.087,1.763
wave,406,26.14,30.7,50.53,149.35,2.05,0.592,50.86,-16.34,60.0,53.92,-7.56,-0.142,1.777
spiral,407,68.72,70.25,102.24,313.43,9.47,0.403,61.2,-17.51,135.89,98.91,87.76,-0.041,2.476
stroke,408,23.99,41.41,158.71,74.64,6.09,0.928,-3.8,-6.49,127.24,82.6,65.29,0.225,0.8
stroke,409,75.15,80.01,148.34,18.16,3.6,0.663,32.01,-27.13,123.41,35.65,-34.75,-0.189,0.5
cloud,410,68.84,70.18,85.58,319.63,5.77,0.653,-52.88,-14.17,226.25,125.93,47.65,0.012,2.484
cloud,411,66.55,75.4,126.46,76.34,4.43,0.511,-1.09,-20.41,221.11,73.86,31.83,0.065,3.671
wave,412,20.78,17.31,63.74,216.27,5.53,0.667,-18.9,-16.6,98.5,85.65,-1.37,0.011,0.968
cloud,413,76.18,67.4,99.86,111.74,3.64,0.76,33.34,-42.71,193.45,105.2,86.44,0.124,1.64
wave,414,78.55,69.9,74.21,57.23,9.23,0.631,-29.13,10.67,129.07,72.37,-15.35,0.45,4.475
splatter,415,75.17,67.66,101.24,100.53,8.62,0.862,21.49,-18.33,141.37,57.42,23.04,-0.268,3.222
spiral,416,81.3,65.17,77.21,146.69,8.84,0.826,7.58,8.53,176.34,54.69,26.81,0.2,3.309
blob,417,67.19,69.95,132.43,137.82,6.78,0.49,-4.02,103.48,127.99,68.74,17.84,0.166,2.207
splatter,418,82.11,80.19,117.96,192.34,9.44,0.785,-17.83,-10.74,247.3,102.29,34.14,-0.074,0.959
spiral,419,32.34,24.74,132.59,355.18,8.52,0.814,-20.49,-17.8,200.55,91.67,76.76,0.027,1.508
splatter,420,83.94,81.76,70.93,250.14,8.13,0.726,28.92,-23.42,147.8,122.44,15.57,-0.174,1.825
spiral,421,70.6,62.08,144.51,262.44,7.42,0.6,-12.01,-44.29,166.39,92.04,-29.72,0.08,1.19
cloud,422,22.99,33.08,35.0,114.91,9.19,0.92,-6.26,14.25,179.46,65.03,23.07,-0.156,2.984
wave,423,84.46,61.65,42.76,175.86,8.29,0.932,-2.94,-41.15,168.97,80.61,-78.33,-0.07,2.148
stroke,424,80.82,65.98,70.48,126.92,6.11,0.811,-34.85,17.77,236.53,99.07,8.42,0.113,1.497
splatter,425,76.06,56.44,70.83,164.77,6.69,0.705,-5.71,-40.55,140.22,49.48,57.92,-0.074,0.973
stroke,426,21.29,27.97,110.55,127.47,7.68,0.35,-33.35,2.56,177.21,25.0,53.88,0.094,1.011
stroke,427,83.83,72.86,89.1,253.58,12.35,0.446,5.25,0.77,144.71,71.61,32.12,0.037,1.303
splatter,428,22.55,30.04,106.95,355.05,8.64,0.76,-9.69,-50.61,239.74,121.4,-7.85,0.179,3.408
cloud,429,25.14,24.62,63.04,56.94,4.75,0.469,28.92,-21.46,107.01,98.5,-17.48,0.29,0.789
stroke,430,20.74,16.33,106.12,191.75,8.45,0.516,-34.02,0.6,216.95,123.58,-10.05,0.374,1.05
wave,431,79.8,81.9,98.55,81.03,3.55,0.926,-15.5,23.19,243.21,145.31,-1.87,-0.203,1.947
spiral,432,19.82,31.04,200.33,331.77,7.97,0.388,-16.19,25.77,162.67,135.78,-26.32,0.167,2.265
splatter,433,71.15,65.27,68.13,303.27,3.82,0.662,-19.56,-21.73,192.48,82.2,59.83,-0.204,1.074
spiral,434,35.01,26.94,44.17,35.8,5.68,0.642,7.83,-15.38,87.72,44.27,-14.52,0.127,0.973
spiral,435,19.75,32.21,69.54,138.32,9.72,0.699,-25.94,34.43,157.09,56.91,-17.7,0.076,0.797
splatter,436,23.67,27.96,73.6,166.61,13.75,0.773,17.64,-24.99,83.27,146.6,49.91,0.143,1.987
spiral,437,21.83,22.6,89.02,176.59,2.0,0.35,9.94,-68.17,169.25,50.86,37.02,0.016,2.0
stroke,438,61.95,80.33,137.11,128.93,4.33,0.415,2.52,-5.86,92.89,86.49,-21.45,0.336,4.109
stroke,439,87.7,80.51,71.97,82.6,8.95,0.35,-17.47,4.06,141.95,187.11,75.9,0.033,1.031
splatter,440,83.25,69.97,110.15,37.72,5.48,0.557,-9.75,8.25,193.4,86.55,24.19,0.199,2.203
splatter,441,25.02,32.24,78.21,24.27,5.37,0.773,-24.67,-21.73,167.27,47.74,65.58,0.225,1.722
wave,442,84.68,89.86,64.93,339.02,5.62,0.934,38.95,22.43,60.0,125.84,12.05,-0.082,2.33
wave,443,78.75,67.18,35.0,334.29,7.23,0.738,-12.96,-10.05,92.82,58.84,116.48,0.227,0.912
splatter,444,28.71,24.24,74.31,303.23,12.65,0.771,-15.02,-34.59,152.48,79.38,-8.5,0.083,1.046
splatter,445,21.96,9.17,56.49,163.09,2.88,0.972,-8.83,-28.73,202.25,88.58,4.54,0.45,1.781
wave,446,26.76,32.56,73.28,206.49,5.75,0.732,-59.97,41.66,149.9,136.24,-5.9,-0.141,2.242
splatter,447,73.21,73.04,71.27,209.11,6.73,0.654,33.79,-16.03,186.6,53.3,31.58,0.142,1.022
splatter,448,96.85,77.07,48.67,5.17,3.56,0.907,-28.97,-15.03,243.14,59.96,47.83,0.176,2.733
wave,449,18.64,17.68,160.43,94.2,5.11,0.635,32.66,-18.93,178.94,25.0,1.11,0.113,1.894
stroke,450,67.71,75.03,70.25,292.84,6.11,0.564,10.27,13.91,172.97,76.17,57.03,0.21,1.094
spiral,451,25.79,39.73,73.69,310.41,7.45,0.969,-55.83,-14.95,89.52,174.24,-8.06,-0.193,2.005
splatter,452,31.26,29.63,35.0,73.27,4.48,0.663,-21.04,-13.24,194.47,82.51,45.51,0.368,1.269
spiral,453,75.1,39.13,125.25,38.36,8.66,0.958,30.54,11.4,160.49,115.63,118.86,-0.063,0.733
stroke,454,34.98,25.8,176.95,131.01,13.4,0.365,-1.75,50.46,98.01,101.83,30.65,0.199,1.635
splatter,455,11.12,41.06,39.63,174.17,3.94,0.81,6.3,1.47,187.17,87.05,-35.11,0.076,1.814
blob,456,89.98,77.67,97.7,309.42,11.26,0.57,78.65,14.84,191.63,63.67,13.39,0.041,0.658
spiral,457,31.33,39.42,67.71,236.75,7.18,0.382,8.89,4.48,222.78,128.7,97.59,0.073,1.919
spiral,458,83.96,71.19,74.15,135.81,4.66,0.496,-45.69,-25.32,172.5,135.01,-23.33,0.046,1.336
stroke,459,24.19,12.95,127.78,325.84,5.75,0.627,15.3,4.24,196.95,137.01,-10.45,0.141,1.948
spiral,460,35.68,33.51,60.28,296.35,4.62,0.975,40.42,-26.03,184.45,141.04,16.59,-0.357,2.869
blob,461,18.75,24.33,35.0,290.53,8.18,0.583,5.69,-18.97,190.18,57.14,77.57,0.146,2.005
blob,462,13.08,43.03,77.14,1.41,5.14,0.789,65.35,48.06,72.75,81.08,9.92,0.264,1.687
wave,463,25.3,38.08,56.55,189.1,7.88,0.504,0.62,-44.15,99.01,115.08,8.64,0.001,0.765
spiral,464,25.72,11.15,104.0,121.51,8.16,0.548,-14.6,-37.48,149.63,72.47,120.0,0.287,1.173
wave,465,19.1,25.83,48.61,12.85,5.74,0.776,-23.69,-7.81,280.36,53.96,72.85,-0.015,1.691
splatter,466,18.4,36.56,64.03,162.43,7.35,0.641,-6.81,-13.92,95.18,89.94,23.68,0.209,2.13
stroke,467,85.32,63.99,112.11,250.29,7.19,0.379,-41.17,17.42,193.67,82.99,81.82,-0.224,1.722
splatter,468,80.63,73.67,55.25,167.52,4.33,0.481,-22.07,9.18,205.67,117.41,0.93,-0.017,2.091
